CycID,BH.Q,PER,M_ZT0,M_ZT0.1,M_ZT0.2,M_ZT4,M_ZT4.1,M_ZT4.2,M_ZT8,M_ZT8.1,M_ZT8.2,M_ZT12,M_ZT12.1,M_ZT12.2,M_ZT16,M_ZT16.1,M_ZT16.2,M_ZT20,M_ZT20.1,M_ZT20.2,gene_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008533-RA,3.66E-04,24,784,1154,1282,855,498,1208,1054,1368,1617,3605,3373,2990,2841,2664,3523,2645,1408,2232,Cyclin-dependent kinase 5 activator 1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GZ91] ,GO:0061575, GO:0016533, GO:0061575, GO:0045737, GO:0016533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007538-RA,0.003536595,24,591,684,852,927,505,1155,630,996,909,2834,2885,2015,2232,2263,2387,2085,1262,1662,autocrine motility factor receptor ,GO:0061630, GO:0005829, GO:0070936, GO:0006511, GO:0016567, GO:0000151, GO:0005783, GO:0030968, GO:0061630, GO:0006511, GO:0016567, GO:0030968, GO:0070936, GO:0000151, GO:0005783, GO:0005829, GO:0043130, GO:0016021, GO:0046872, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,
AGAP002028-RA,0.006235544,24,715,723,919,588,338,775,661,745,785,839,740,705,1192,1097,948,1497,703,912,E3 ubiquitin-protein ligase RNF13 ,GO:0061630, GO:0006511, GO:0061630, GO:0006511, GO:0051788, GO:0005634, GO:0005737, GO:0016021, GO:0046872, GO:0016567, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004232-RA,0.037253837,8,513.991,724.998,858,402.999,287,610,541,676,781,631,521,410,750,777,854,1058,603.954,685,pellino ,GO:0061630, GO:0000209, GO:0008063, GO:0008592, GO:0061630, GO:0000209, GO:0008592, GO:0061630, GO:0000209, GO:0061630, GO:0000209, GO:0008592,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029666-RA,0.037253837,12,677.282,820.827,866.953,466.984,419.823,449.909,393.874,559.418,573.402,586.674,587.303,424.965,375.403,381.641,384.384,596.254,688.468,566.883,unspecified product ,GO:0061630, GO:0006511, GO:0046872, GO:0016021, GO:0016020, GO:0016021, GO:0016567, GO:0046872, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029868-RA,0.013521275,24,141,118,150,109,63,134,65,93,86,40,66,77,184,193,159,172,179,155,unspecified product ,GO:0061929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009509-RA,0.01040207,24,189,341,397,152,164,291,155,309,218,107,229,159,221,369,365,472,379,373,piwi ,GO:0061980, GO:0005737, GO:0003676, GO:0005515, GO:0003676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005832-RB,0.048019251,20,227.331,342.643,374.427,214.686,188.869,377.471,156.798,254.676,314.741,270.517,214.733,239.274,270.816,332.778,271.074,316.429,999.41,392.735,Asp_Arg_Hydrox domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GQG5] ,GO:0062101, GO:0042264, GO:0016021, GO:0042264, GO:0055114, GO:0018193, GO:0062101, GO:0042264, GO:0016021, GO:0005515, GO:0018193, GO:0018193, GO:0042264, GO:0055114,,,,,,,,,,,,,,,,,,,,,,,
AGAP005456-RA,0.029078823,24,1476,1414,2244,1815,822,2339,937,1252,1640,1253,833,1224,1420,1146,1235,2140,970,1470,cuticular protein RR-1 family 15 ,GO:0062129, GO:0008010, GO:0042302, GO:0042302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006370-RA,0.001397691,24,239,226,394,614,375,1085,200,502,531,32,21,28,32,64,49,149,42,111,unspecified product ,GO:0062129, GO:0008010, GO:0042302, GO:0042302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000345-RA,8.74E-05,20,22,30,67,125,82,249,195,361,322.572,193,231,233,176,213,174,95,89,69,cuticular protein RR-2 family 126 ,GO:0062129, GO:0008010, GO:0042302, GO:0042302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000820-RA,7.41E-04,24,25,29,45,109,47,230,81,113,170,61,43,62,37,55,47,31,17,29,cuticular protein RR-2 family 125 ,GO:0062129, GO:0008010, GO:0042302, GO:0042302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000344-RA,0.029078823,24,24,40,40,114,51,147,49,40.6715,89,93,69.5434,65,51,30,41,39,3,28,cuticular protein RR-1 family 127 ,GO:0062129, GO:0008010, GO:0062129, GO:0008010, GO:0042302, GO:0042302, GO:0042302, GO:0042302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006497-RA,7.41E-04,24,35,32,33,63,63,133,41,109,91,44,36,39,31,18,18,25,28,16,unspecified product ,GO:0062129, GO:0008010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006009-RA,0.007780168,24,4,8,0,0,1,4,9,13,11,47,42,133,26,19,5,13,6,34,cuticular protein RR-1 family 30 ,GO:0062129, GO:0008010, GO:0042302, GO:0042302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000129-RA,0.037253837,16,6133,7201,11641,6106,4046,9487,7218,9954,10275,9950,9152,8364,9889,8619,9448,10653,5391,7699,unspecified product ,GO:0070006, GO:0042277, GO:0043171, GO:0008270, GO:0006508, GO:0005737, GO:0008270, GO:0042277, GO:0070006, GO:0006508, GO:0043171, GO:0005737, GO:0008270, GO:0006508, GO:0008237, GO:0004177, GO:0008233, GO:0008237, GO:0008237, GO:0008270, GO:0008270, GO:0016787, GO:0046872, GO:0006508, GO:0006508,,,,,,,,,,,,
AGAP009013-RA,0.001971123,24,46,64,88,61,32,59,30,38,41,51,43,56,144,143,117,181,95,101,methionyl aminopeptidase ,GO:0070006, GO:0046872, GO:0070084, GO:0006508, GO:0004177, GO:0004177, GO:0008233, GO:0008235, GO:0016787, GO:0046872, GO:0070006, GO:0006508, GO:0006508, GO:0070084,,,,,,,,,,,,,,,,,,,,,,,
AGAP008345-RA,0.01040207,24,388,478,571,370,248,489,288,406,423.858,280,330,393,587,575,571,665,490,498,methionyl aminopeptidase ,GO:0070084, GO:0070006, GO:0005737, GO:0046872, GO:0006508, GO:0004177, GO:0004177, GO:0008233, GO:0008235, GO:0016787, GO:0046872, GO:0070006, GO:0006508, GO:0006508, GO:0070084, GO:0005737,,,,,,,,,,,,,,,,,,,,,
AGAP009737-RA,0.01040207,20,478,604,817,427,296,739,393,576,492,328,418,383,634,692,790,841,722,639,"Elongation factor G, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q7Q1K8] ",GO:0070125, GO:0003924, GO:0003746, GO:0003746, GO:0003924, GO:0070125, GO:0005739, GO:0003746, GO:0003924, GO:0070125, GO:0005739, GO:0003924, GO:0003746, GO:0005525, GO:0006414, GO:0000166, GO:0003746, GO:0003746, GO:0003924, GO:0003924, GO:0005525, GO:0005525, GO:0006412, GO:0006414, GO:0006414, GO:0070125, GO:0005739,,,,,,,,,,
AGAP029706-RA,0.02253974,16,9,39,25,32,27,30,5,11,18,6,14,12,20,21,29,21,20,29,unspecified product ,GO:0070182, GO:0006281, GO:0006281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004502-RA,0.01040207,20,551.112,587.667,648.878,500.971,280.06,656.584,501.215,743.595,879.06,940.622,840.698,672.205,747.505,747.302,842.231,759.339,544.136,514.176,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform ,GO:0070262, GO:0000159, GO:0019888, GO:0005829, GO:0019888, GO:0070262, GO:0000159, GO:0005829, GO:0019888, GO:0000159, GO:0005515, GO:0019888, GO:0043666, GO:0000159, GO:0000159, GO:0000159, GO:0019888, GO:0005515, GO:0019888, GO:0043666, GO:0000159, GO:0000159,,,,,,,,,,,,,,,
AGAP005005-RA,1.17E-04,24,2732,3716,4507,2404,1920,2976,2991,5240,4600,8854,10235,6190,9220,10412,9207,9292,5890,6948,unspecified product ,GO:0070300, GO:0045494, GO:0035091, GO:0005525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003182-RA,0.048019251,16,97,117,135,97,57,172,76,95,94,62,97,73,169,125,165,170,89,164,antiviral helicase SKI2 ,GO:0070478, GO:0003724, GO:0055087, GO:0006401, GO:0003724, GO:0006401, GO:0070478, GO:0055087, GO:0005524, GO:0003723, GO:0003724, GO:0016787, GO:0006401, GO:0003676, GO:0003676, GO:0003723, GO:0003724, GO:0005524, GO:0006401,,,,,,,,,,,,,,,,,,
AGAP002405-RA,0.037253837,20,96,94,106,64,53,94,79,59,69,39,64,61,189,185,155,149,109,156,unspecified product ,GO:0070628, GO:0005783, GO:0080129, GO:0070628, GO:0080129, GO:0005783, GO:0005783, GO:0043248, GO:0043248, GO:0005783,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003337-RA,0.02253974,24,235,267,488,270,216,428,261,364,328,375,389,364,504,492,472,543,386,480,unspecified product ,GO:0070813, GO:0050313, GO:0006749, GO:0005739, GO:0016788, GO:0050313, GO:0006749, GO:0070813, GO:0005739, GO:0016788, GO:0050313, GO:0006749, GO:0031123, GO:0055114,,,,,,,,,,,,,,,,,,,,,,,
AGAP000574-RA,0.008053382,24,392.02,410.349,628.423,414.628,241.153,610.99,456.923,571.777,595.968,772.467,727.764,731.147,916.241,661.923,765.769,787.164,280.442,639.636,PDGF- and VEGF-related factor 1 ,GO:0070851, GO:0008284, GO:0031954, GO:0005615, GO:0008083, GO:0016020, GO:0008083, GO:0008083, GO:0007165, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011907-RA,0.01040207,24,92,107,142,119,86,177,76,113,139,116,91,102,112,89,103,155,96,124,Splicing factor 3B subunit 5 [Source:UniProtKB/TrEMBL;Acc:Q7PZH2] ,GO:0071011, GO:0005686, GO:0000398, GO:0000398, GO:0005686, GO:0071011, GO:0000398, GO:0000398, GO:0000398, GO:0006397, GO:0008380, GO:0005634, GO:0005681, GO:0005686, GO:0071011,,,,,,,,,,,,,,,,,,,,,,
AGAP001145-RA,0.029078823,24,69,64,143,68,51,94,61,61,56,85,71,92,183,131,129,123,120,117,pre-mRNA-splicing factor 38A ,GO:0071011, GO:0071011, GO:0000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010755-RA,0.003536595,20,271,319,430,313,205,386,213,326,348,221,217,258,344,317,293,413,305,440,protein mago nashi ,GO:0071013, GO:0008380, GO:0035145, GO:0008380, GO:0035145, GO:0071013, GO:0008380, GO:0035145, GO:0005634, GO:0008380, GO:0005634, GO:0035145,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013519-RA,0.006235544,20,144,144,209,168,161,238,142,146,148,121,121,152,173,160,156,216,163,237,U6 snRNA-associated Sm-like protein LSm3 ,GO:0071013, GO:0005688, GO:0000398, GO:0046540, GO:0033962, GO:1990726, GO:0071011, GO:0003723, GO:0000932, GO:0003723, GO:0000398, GO:0033962, GO:0000932, GO:0005688, GO:0046540, GO:0071011, GO:0071013, GO:1990726, GO:0000398, GO:0003723, GO:0003723, GO:0003723, GO:0000398, GO:0000398, GO:0000956, GO:0006397, GO:0008380, GO:0005634, GO:0005681, GO:0005688, GO:0046540,,,,,,
AGAP002902-RA,0.002630204,20,220,341,383.024,219.013,165.021,275.014,300,349,345,404,384.774,305,377.032,420,441.05,414,284,298,mothers against decapentaplegic homolog 4 ,GO:0071144, GO:0070411, GO:0007179, GO:0030509, GO:0000981, GO:0030154, GO:0009653, GO:0000978, GO:0060395, GO:0007179, GO:0050793, GO:0005737, GO:0051239, GO:0009791, GO:0046872, GO:0005667, GO:0005515, GO:0006355, GO:0006355, GO:0003677, GO:0003700, GO:0007179, GO:0005634, GO:0005667, GO:0005737,,,,,,,,,,,,
AGAP029501-RA,0.048019251,16,237,327,453,244,102,409,318,383,428,373,387,288,310,294,258,352,218,269,unspecified product ,GO:0071164, GO:0036261, GO:0005634, GO:0009452, GO:0008168, GO:0001510, GO:0008168, GO:0001510, GO:0009452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001859-RA,0.017446449,24,1315,1630,1934,1894,1170,2373,1955,2502,2139,2714,3263,2930,1692,1461,1461,1626,843,1496,DnaJ homolog subfamily B member 14 ,GO:0071218, GO:0030544, GO:0051085, GO:0005789, GO:0030433, GO:0030544, GO:0030433, GO:0051085, GO:0071218, GO:0005789, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005681-RA,0.048019251,20,1249,1454,1667,1270,855,1642,1246,1591,2094,2177,1905,1581,1609,1590.3,2181.37,1817,866,1200,G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q7PNR0] ,GO:0071482, GO:0008020, GO:0007602, GO:0007186, GO:0005887, GO:0007186, GO:0016021, GO:0004930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001162-RA,3.66E-04,24,699,756,841,819,692,1191,1066,1699,1661,1698,2218,2283,1700,1979,1767,1321,639,1174,long wavelength sensitive opsin ,GO:0071482, GO:0008020, GO:0007186, GO:0005887, GO:0007602, GO:0008020, GO:0007186, GO:0007602, GO:0071482, GO:0005887, GO:0007186, GO:0018298, GO:0007601, GO:0007602, GO:0016021, GO:0004930, GO:0004930, GO:0004930, GO:0009881, GO:0007165, GO:0007186, GO:0007186, GO:0007601, GO:0007602, GO:0007602, GO:0009584, GO:0018298, GO:0050896, GO:0016020, GO:0016021, GO:0016021,,,,,,
AGAP008099-RA,0.002630204,24,219,219,296,440,256,447,275,392,403,257,283,337,250,248,238,256,230,277,Ubiquitin-fold modifier-conjugating enzyme 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7PND3] ,GO:0071568, GO:1990592, GO:0071568, GO:1990592, GO:0061657, GO:0071569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005797-RA,0.02253974,16,95,103,153,99,45,138,73,64,83,66,50,53,174,126,129,135,106,109,unspecified product ,GO:0071763, GO:0005639, GO:0071763, GO:0005639, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011300-RA,0.037253837,20,376,537,658,603,308,854,451,653,645,496,411,456,593,501,579,761,416,620,NADH-cytochrome b5 reductase [Source:UniProtKB/TrEMBL;Acc:Q7QHQ5] ,GO:0071949, GO:0071949, GO:0004128, GO:0016021, GO:0016491, GO:0004128, GO:0016491, GO:0016491, GO:0055114, GO:0055114, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009341-RA,0.037253837,20,171.537,226.43,244.005,178.36,119.184,230.948,218.65,322.044,358.371,265.421,255.577,253.434,259.556,292.909,276.776,271.371,227.731,209.105,"protein phosphatase 2 (formerly 2A), regulatory subunit B' ",GO:0072542, GO:0006470, GO:0031952, GO:0000159, GO:0005634, GO:0005829, GO:0019888, GO:0000159, GO:0007165, GO:0019888, GO:0019888, GO:0007165, GO:0043666, GO:0000159, GO:0000159,,,,,,,,,,,,,,,,,,,,,,
AGAP004626-RA,0.02253974,8,936,1069,1548,1331,1076,1838,1073,1566,1439,1475,1393,1649,1730,1369,1084,1846,1218,1696,unspecified product ,GO:0072546, GO:0072546, GO:0030246, GO:0030246, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011346-RA,0.004735301,24,303,391,457,370,296,473,365,493,412,313,365,351,428,358,375,481,357,407,unspecified product ,GO:0072546, GO:0005783, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012183-RA,0.004735301,20,1259,1653,2044,1739,1070,2151,1776,2326,2147,2444,2356,1895,2282,2238,2417,2464,1310,1810,unspecified product ,GO:0072659, GO:0005886, GO:0072659, GO:0005886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007375-RA,0.001971123,20,450.193,448.398,526.649,234.89,177.4,378.471,223.704,290.314,305.179,381.957,298.243,187.937,508.5,551.119,620.496,557.62,429.828,392.788,unspecified product ,GO:0072659, GO:0005886, GO:0046854, GO:0046854, GO:0072659, GO:0005886, GO:0005829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029196-RA,0.001007748,24,450,530,602,519,281,675,492,778,789,1115,985,926,955,879,887,857,441,676,Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:A0A2Y9D2C8] ,GO:0080019, GO:0035336, GO:0005777, GO:0043231, GO:0006629, GO:0102965, GO:0080019, GO:0016021, GO:1901568, GO:0016491, GO:0080019, GO:0102965, GO:0006629, GO:0055114, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,
AGAP000740-RA,0.029078823,24,96.4249,101.365,100.79,64.8439,73.0303,153.412,70.5379,123.809,109.696,75.2094,67.9893,58.8578,75.6939,60.9648,82.2745,82.1068,92.3054,94.2699,GDP-D-glucose phosphorylase C15orf58 homolog ,GO:0080048, GO:0006006, GO:0005737, GO:0080048, GO:0006006, GO:0005737, GO:0080048, GO:0016779, GO:0016787, GO:0000166, GO:0080048,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001759-RA,0.006235544,24,1263,1290,1713,1703,1094,2153,1675,2102,1857,1503,1404,1295,1685,1501,1347,1818,1234,1271,protein transport protein SEC23 ,GO:0090110, GO:0030127, GO:0005096, GO:0070971, GO:0005096, GO:0090110, GO:0030127, GO:0070971, GO:0090114, GO:0005789, GO:0008270, GO:0006886, GO:0030127, GO:0006888, GO:0008270, GO:0046872, GO:0006886, GO:0006888, GO:0015031, GO:0016192, GO:0043547, GO:0090114, GO:0000139, GO:0005737, GO:0005783, GO:0005789, GO:0012507, GO:0016020, GO:0030127, GO:0031410,,,,,,,
AGAP002535-RA,0.037253837,24,134,143,164,151,95,166,79,95,105,102,85,92,238,164,171,243,133,213,serine/threonine-protein phosphatase PGAM5 ,GO:0090141, GO:0005739, GO:0035970, GO:0004722, GO:0016021, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010566-RA,0.037253837,20,105,154,160,209,164,185,167,286,172,163,181,182,179,152,123,252,181,213,ORM1-like 3 ,GO:0090156, GO:0006672, GO:0035339, GO:1900060, GO:0006672, GO:0090156, GO:1900060, GO:0035339, GO:0090156, GO:0006672, GO:0016021, GO:0005789, GO:0006672, GO:0090156, GO:0005623, GO:0005789, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,
AGAP002711-RB,0.017446449,24,621.933,794.357,1062.6,358.741,248.734,479.545,315.806,489.18,482.554,360.869,371.55,256.322,776.391,984.821,1109.32,977.275,887.707,1093.13,"stardust, isoform B ",GO:0090162, GO:0070830, GO:0005886, GO:0005923, GO:0005515, GO:0070830, GO:0090162, GO:0090162, GO:0016020, GO:0070830, GO:0005515, GO:0070830, GO:0090162, GO:0016020, GO:0070830, GO:0090162, GO:0005515, GO:0070830, GO:0090162, GO:0070830, GO:0016020, GO:0090162, GO:0005515, GO:0070830, GO:0090162, GO:0070830, GO:0016020, GO:0090162, GO:0005515, GO:0070830, GO:0090162, GO:0090162, GO:0016020, GO:0070830, GO:0005515, GO:0070830, 
AGAP009832-RA,0.01040207,24,208,298,313,260,163,404,315,395,381,446,408,320,435,355,311,385,246,355,short caspase 8 ,GO:0097153, GO:0006915, GO:0005737, GO:0042981, GO:0004197, GO:0008234, GO:0006508, GO:0004197, GO:0008234, GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011832-RA,0.008053382,16,1199,1360,1630,1393,940,1904,1512,1828,1907,1623,1746,1758,1587,1615,1343,2166,1567,1776,Death-associated protein 1 ,GO:0097190, GO:0010507, GO:0070513, GO:0034198, GO:0070513, GO:0010507, GO:0034198, GO:0097190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004838-RA,0.048019251,20,251.333,297,460,498,371,554,389.812,560,471,366,394,414,546,335,291,487,311,497,RAB5-interacting protein ,GO:0097250, GO:0016020, GO:0016021, GO:0016021, GO:0006996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009746-RA,0.017446449,20,191,236,285,153,103,249,143,208,223,213,169,149,236,281,258,276,204,260,RuvB-like protein 2 ,GO:0097255, GO:0035267, GO:0031011, GO:0006357, GO:0016573, GO:0006338, GO:0003678, GO:0000492, GO:0000812, GO:0003678, GO:0000492, GO:0006338, GO:0006357, GO:0016573, GO:0000812, GO:0031011, GO:0035267, GO:0097255, GO:0097255, GO:0035267, GO:0031011, GO:0005524, GO:0016887, GO:0043139, GO:0006281, GO:0008094, GO:0000166, GO:0003678, GO:0003678, GO:0004386, GO:0005524, GO:0005524, GO:0016787, GO:0043139, GO:0006281, GO:0006325, 
AGAP001411-RB,0.029078823,20,691,965,1087.91,1159,650.362,1556,881.378,1575.14,1326,1183,1513.21,1145,1029,1168,1209,1370,927,948,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 ,GO:0097345, GO:0005741, GO:0043067, GO:0005634, GO:0043067, GO:0097345, GO:0005741, GO:0043065, GO:0042802, GO:0016021, GO:0005740, GO:0043065, GO:0005740, GO:0016020, GO:0016021, GO:0016021, GO:0005740, GO:0016021, GO:0042802, GO:0043065, GO:0043065, GO:0005740, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,
AGAP008122-RA,0.003536595,16,134,149,176,200,99,224,144,180,182,128,142,100,209,190,172,286,161,250,U6 snRNA-associated Sm-like protein LSm7 ,GO:0097526, GO:0005689, GO:1990726, GO:1990904, GO:0071004, GO:0005688, GO:0071013, GO:0003723, GO:0005688, GO:0005689, GO:0071004, GO:0071013, GO:0097526, GO:1990726, GO:1990904, GO:0000956, GO:0000398, GO:0000398, GO:0000956,,,,,,,,,,,,,,,,,,
AGAP003401-RA,0.013521275,20,13,14,19,25,9,50,7,8,21,5,10,6,18,19,6,23,17,23,unspecified product ,GO:0097546, GO:0005930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP006959-RA,0.006235544,24,962.576,987.876,1723.46,1228.74,1050.98,2112.15,1090.43,1609.16,1310.84,936.08,835.095,1047.84,1003.04,612.835,1310.76,1393.6,600.856,1332.21,molecular chaperone HtpG ,GO:0097718, GO:0005829, GO:0005524, GO:0032991, GO:0005886, GO:0006457, GO:0051082, GO:0050821, GO:0048471, GO:0034605, GO:0005524, GO:0051082, GO:0097718, GO:0006457, GO:0034605, GO:0050821, GO:0005737, GO:0005829, GO:0005886, GO:0009986, GO:0032991, GO:0048471, GO:0005524, GO:0006457, GO:0051082, GO:0016887, GO:0005524, GO:0051082, GO:0006457,,,,,,,,
AGAP002621-RA,0.003536595,24,12,7,13,62,25,52,39,38,73,73,69,67,28,51,35,40,19,28,unspecified product ,GO:0098542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008408-RA,0.008053382,24,631.107,789.571,1127.63,786.085,489.922,1279.44,821.645,1018.44,1210.32,1064.08,837.693,777.351,671.519,712.041,982.977,976.123,500.427,747.869,unspecified product ,GO:0098632, GO:0007156, GO:0007411, GO:0070593, GO:0005886, GO:0030424, GO:0098632, GO:0007156, GO:0007411, GO:0070593, GO:0005886, GO:0030424, GO:0005886, GO:0007155, GO:0016021, GO:0007411, GO:0016020, GO:0016021, GO:0005515, GO:0005886, GO:0007155, GO:0016021, GO:0007411, GO:0016020, GO:0016021, GO:0005515, GO:0005886, GO:0007155, GO:0016021, GO:0007411, GO:0016020, GO:0016021, GO:0005515, GO:0007411, GO:0007155, GO:0005886, 
AGAP001148-RB,0.017446449,24,612.478,619.262,868.963,471.526,315,798.772,549.91,767.006,736.264,831.24,924.322,606.831,1073.27,984.618,958.011,1084.28,840.675,790.157,unspecified product ,GO:0098793, GO:0016191, GO:0098978, GO:0005737, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002078-RA,0.001007748,24,162,174,244,210,97,218,135,114,130,97,83,70,169,169,162,225,158,282,14 kDa phosphohistidine phosphatase ,GO:0101006, GO:0035971, GO:0005829, GO:0030154, GO:0007548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009798-RA,0.006235544,24,420,628,1091,229,209,441,236,461.564,372,546.67,678,383,714,1078,1056,1098,663,780.747,"protein kinase, cGMP-dependent ",GO:0106310, GO:0005524, GO:0004712, GO:0030553, GO:0004692, GO:0004674, GO:0006468, GO:0004672, GO:0000166, GO:0004672, GO:0004674, GO:0004674, GO:0004692, GO:0005524, GO:0005524, GO:0016301, GO:0016740, GO:0006468, GO:0016310,,,,,,,,,,,,,,,,,,
AGAP010645-RA,3.66E-04,24,1393.61,1455.56,2203.87,466.464,389.209,550.96,211.23,544.211,350.819,173.328,268.219,176.467,1071.98,1173,921.303,2258.59,3014.32,2301.59,unspecified product ,GO:0110165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005990-RA,2.63E-04,24,239,251,365,273,207,394,300,435,466,386,357,341,345,331,339,319,211,285,glycolipid transfer protein domain-containing protein 1 ,GO:0120009, GO:0035627, GO:0005829, GO:1902388, GO:1902387, GO:0008289, GO:1902387, GO:1902388, GO:0035627, GO:0120009, GO:0005829, GO:0016020, GO:0005737, GO:0120009, GO:0120013, GO:0120013, GO:0120009, GO:1902389, GO:0005737,,,,,,,,,,,,,,,,,,
AGAP008184-RA,0.006235544,24,381.134,531.988,586.088,300.17,128.415,457.963,315.538,464.729,386.693,438.865,454.471,292.518,643.107,706.018,733.07,853.781,521.263,516.012,phospholipid-translocating ATPase ,GO:0140326, GO:0006890, GO:0006897, GO:0045332, GO:0005768, GO:0005802, GO:0005886, GO:0016021, GO:0005802, GO:0005524, GO:0000287, GO:0140326, GO:0015914, GO:0000166, GO:0016887, GO:0005215, GO:0000166, GO:0000166, GO:0000287, GO:0000287, GO:0005524, GO:0005524, GO:0140326, GO:0140326, GO:0015914, GO:0005802, GO:0016020, GO:0016021, GO:0016021, GO:0016021, GO:0005802, GO:0005524, GO:0000287, GO:0140326, GO:0015914, GO:0000166, 
AGAP010026-RB,0.001397691,24,68.8821,139.405,146.929,155.638,119.293,463.135,203.759,268.871,632.384,679.082,1142.91,434.208,449.92,491.949,226.378,241.512,336.637,154.882,phospholipid-translocating ATPase ,GO:0140326, GO:0045332, GO:0005886, GO:0045332, GO:0000287, GO:0016021, GO:0005524, GO:0140326, GO:0000166, GO:0015914, GO:0016887, GO:0005215, GO:0000166, GO:0000166, GO:0000287, GO:0000287, GO:0005524, GO:0005524, GO:0140326, GO:0140326, GO:0015914, GO:0016020, GO:0016021, GO:0016021, GO:0045332, GO:0000287, GO:0016021, GO:0005524, GO:0140326, GO:0000166, GO:0015914, GO:0016887, GO:0005215, GO:0000166, GO:0000166, GO:0000287, 
AGAP000955-RA,0.006235544,24,618.313,844.44,950.467,654.908,485.741,1014.74,779.08,1135.88,1027.61,887.521,990.745,902.394,924.304,878.553,967.166,1008.25,596.433,840.979,unspecified product ,GO:1900011, GO:0009755, GO:0051460, GO:0051424, GO:0005615, GO:0051424, GO:0009755, GO:0051460, GO:1900011, GO:0005615, GO:0051424, GO:0051424,,,,,,,,,,,,,,,,,,,,,,,,,
